Numéro de boucle;Libellé;Jour;Total
986;Tremie vers Ouest;2020-05-31;71
989;Kennedy vers Ouest;2020-05-31;1085
743;Philippot vers ouest;2020-05-31;393
669;De Gaulle sortie Clémenceau vers Nord;2020-05-31;271
674;Pont Haudaudine vers Sud;2020-05-31;252
676;Pont Willy Brandt vers Beaulieu;2020-05-31;0
880;Madeleine vers Nord;2020-05-31;820
947;Bd Malakoff vers Ouest;2020-05-31;191
881;Madeleine vers Sud;2020-05-31;1079
742;Philippot vers Est;2020-05-31;418
679;Bd Malakoff vers Gare Sud;2020-05-31;0
977;3 Continents vers Nord;2020-05-31;240
670;Pont de Pirmil vers Sud;2020-05-31;304
677;Pont Willy Brandt vers Malakoff;2020-05-31;0
682;pont Anne de Bretagne vers Sud;2020-05-31;807
746;Chemin de halage Tortière vers Sud;2020-05-31;823
747;Chemin de halage Tortière vers Nord;2020-05-31;782
949;avenue de la Libération vers Sud;2020-05-31;125
945;Magellan vers Ouest;2020-05-31;379
987;Tremie vers Est;2020-05-31;0
997;Van Iseghem vers Sud;2020-05-31;622
995;Ceineray vers Ouest;2020-05-30;638
666;Pont Audibert vers Sud;2020-05-30;110
948;Bd Malakoff vers Est;2020-05-30;1110
681;Stalingrad vers est;2020-05-30;403
682;pont Anne de Bretagne vers Sud;2020-05-30;766
676;Pont Willy Brandt vers Beaulieu;2020-05-30;0
677;Pont Willy Brandt vers Malakoff;2020-05-30;0
981;Pont Tabarly vers Nord;2020-05-30;135
672;Pont de Pornic vers Nord;2020-05-30;260
996;Van Iseghem vers Nord;2020-05-30;649
959;Sorinières Vers Sud;2020-05-30;67
725;Pont Tabarly vers Sud;2020-05-30;218
746;Chemin de halage Tortière vers Sud;2020-05-30;637
890;Pont de Pirmil vers Sud;2020-05-30;1675
670;Pont de Pirmil vers Sud;2020-05-30;332
946;Magellan vers Est;2020-05-30;402
947;Bd Malakoff vers Ouest;2020-05-30;914
949;avenue de la Libération vers Sud;2020-05-30;164
960;Sorinières Vers Nord;2020-05-30;36
950;avenue de la Libération vers Nord;2020-05-30;353
745;Calvaire vers Ouest;2020-05-30;278
788;50 Otages Vers Nord;2020-05-30;1418
945;Magellan vers Ouest;2020-05-30;359
665;Bonduelle vers Nord;2020-05-30;438
667;Entrée pont Audibert vers Nord;2020-05-30;1618
668;De Gaulle vers sud;2020-05-30;433
679;Bd Malakoff vers Gare Sud;2020-05-30;0
980;Pont Tabarly vers Sud;2020-05-30;0
986;Tremie vers Ouest;2020-05-30;151
987;Tremie vers Est;2020-05-30;0
994;Ceineray vers Est;2020-05-30;505
785;50 Otages Vers Sud;2020-05-30;1924
847;Entrée pont Audibert vers Sud;2020-05-30;1617
742;Philippot vers Est;2020-05-30;538
744;Calvaire vers Est;2020-05-30;212
880;Madeleine vers Nord;2020-05-30;1291
977;3 Continents vers Nord;2020-05-30;327
664;Bonduelle vers sud;2020-05-30;532
997;Van Iseghem vers Sud;2020-05-30;537
680;Stalingrad vers ouest;2020-05-30;390
683;pont Anne de Bretagne vers Nord;2020-05-30;495
989;Kennedy vers Ouest;2020-05-30;455
669;De Gaulle sortie Clémenceau vers Nord;2020-05-30;367
727;Pont Tabarly vers Nord;2020-05-30;0
747;Chemin de halage Tortière vers Nord;2020-05-30;701
786;50 Otages Vers Nord;2020-05-30;1904
787;50 Otages Vers Sud;2020-05-30;1389
674;Pont Haudaudine vers Sud;2020-05-30;400
943;Magellan vers Ouest;2020-05-30;130
673;Pont de Pornic vers Sud;2020-05-30;85
675;Pont Haudaudine vers Nord;2020-05-30;433
944;Magellan vers Est;2020-05-30;187
979;3 Continents vers Sud;2020-05-30;144
988;Kennedy vers Est;2020-05-30;0
881;Madeleine vers Sud;2020-05-30;1494
743;Philippot vers ouest;2020-05-30;569
979;3 Continents vers Sud;2020-05-29;210
989;Kennedy vers Ouest;2020-05-29;148
672;Pont de Pornic vers Nord;2020-05-29;449
785;50 Otages Vers Sud;2020-05-29;2506
959;Sorinières Vers Sud;2020-05-29;76
742;Philippot vers Est;2020-05-29;840
746;Chemin de halage Tortière vers Sud;2020-05-29;688
786;50 Otages Vers Nord;2020-05-29;2571
667;Entrée pont Audibert vers Nord;2020-05-29;2188
986;Tremie vers Ouest;2020-05-29;297
994;Ceineray vers Est;2020-05-29;596
996;Van Iseghem vers Nord;2020-05-29;644
960;Sorinières Vers Nord;2020-05-29;52
981;Pont Tabarly vers Nord;2020-05-29;137
890;Pont de Pirmil vers Sud;2020-05-29;2312
947;Bd Malakoff vers Ouest;2020-05-29;0
725;Pont Tabarly vers Sud;2020-05-29;331
787;50 Otages Vers Sud;2020-05-29;1593
880;Madeleine vers Nord;2020-05-29;1630
980;Pont Tabarly vers Sud;2020-05-29;0
997;Van Iseghem vers Sud;2020-05-29;547
664;Bonduelle vers sud;2020-05-29;704
677;Pont Willy Brandt vers Malakoff;2020-05-29;0
670;Pont de Pirmil vers Sud;2020-05-29;388
673;Pont de Pornic vers Sud;2020-05-29;96
679;Bd Malakoff vers Gare Sud;2020-05-29;0
847;Entrée pont Audibert vers Sud;2020-05-29;2074
680;Stalingrad vers ouest;2020-05-29;573
745;Calvaire vers Ouest;2020-05-29;351
946;Magellan vers Est;2020-05-29;606
977;3 Continents vers Nord;2020-05-29;441
944;Magellan vers Est;2020-05-29;233
987;Tremie vers Est;2020-05-29;0
668;De Gaulle vers sud;2020-05-29;555
674;Pont Haudaudine vers Sud;2020-05-29;586
676;Pont Willy Brandt vers Beaulieu;2020-05-29;0
681;Stalingrad vers est;2020-05-29;530
949;avenue de la Libération vers Sud;2020-05-29;188
943;Magellan vers Ouest;2020-05-29;160
950;avenue de la Libération vers Nord;2020-05-29;498
988;Kennedy vers Est;2020-05-29;0
743;Philippot vers ouest;2020-05-29;794
682;pont Anne de Bretagne vers Sud;2020-05-29;1018
727;Pont Tabarly vers Nord;2020-05-29;0
744;Calvaire vers Est;2020-05-29;48
747;Chemin de halage Tortière vers Nord;2020-05-29;679
675;Pont Haudaudine vers Nord;2020-05-29;593
948;Bd Malakoff vers Est;2020-05-29;0
945;Magellan vers Ouest;2020-05-29;497
683;pont Anne de Bretagne vers Nord;2020-05-29;605
788;50 Otages Vers Nord;2020-05-29;1752
665;Bonduelle vers Nord;2020-05-29;621
995;Ceineray vers Ouest;2020-05-29;750
666;Pont Audibert vers Sud;2020-05-29;180
881;Madeleine vers Sud;2020-05-29;1904
669;De Gaulle sortie Clémenceau vers Nord;2020-05-29;590
987;Tremie vers Est;2020-05-28;0
743;Philippot vers ouest;2020-05-28;871
669;De Gaulle sortie Clémenceau vers Nord;2020-05-28;623
946;Magellan vers Est;2020-05-28;680
947;Bd Malakoff vers Ouest;2020-05-28;0
948;Bd Malakoff vers Est;2020-05-28;0
949;avenue de la Libération vers Sud;2020-05-28;228
665;Bonduelle vers Nord;2020-05-28;643
680;Stalingrad vers ouest;2020-05-28;575
746;Chemin de halage Tortière vers Sud;2020-05-28;640
788;50 Otages Vers Nord;2020-05-28;1761
880;Madeleine vers Nord;2020-05-28;1767
664;Bonduelle vers sud;2020-05-28;745
682;pont Anne de Bretagne vers Sud;2020-05-28;1132
683;pont Anne de Bretagne vers Nord;2020-05-28;761
745;Calvaire vers Ouest;2020-05-28;367
786;50 Otages Vers Nord;2020-05-28;2738
787;50 Otages Vers Sud;2020-05-28;1653
673;Pont de Pornic vers Sud;2020-05-28;102
785;50 Otages Vers Sud;2020-05-28;2649
980;Pont Tabarly vers Sud;2020-05-28;0
881;Madeleine vers Sud;2020-05-28;1983
672;Pont de Pornic vers Nord;2020-05-28;417
727;Pont Tabarly vers Nord;2020-05-28;0
943;Magellan vers Ouest;2020-05-28;184
847;Entrée pont Audibert vers Sud;2020-05-28;2171
950;avenue de la Libération vers Nord;2020-05-28;595
742;Philippot vers Est;2020-05-28;976
744;Calvaire vers Est;2020-05-28;121
994;Ceineray vers Est;2020-05-28;583
996;Van Iseghem vers Nord;2020-05-28;664
666;Pont Audibert vers Sud;2020-05-28;212
997;Van Iseghem vers Sud;2020-05-28;523
960;Sorinières Vers Nord;2020-05-28;51
945;Magellan vers Ouest;2020-05-28;505
667;Entrée pont Audibert vers Nord;2020-05-28;2331
674;Pont Haudaudine vers Sud;2020-05-28;594
986;Tremie vers Ouest;2020-05-28;318
668;De Gaulle vers sud;2020-05-28;617
675;Pont Haudaudine vers Nord;2020-05-28;609
677;Pont Willy Brandt vers Malakoff;2020-05-28;0
679;Bd Malakoff vers Gare Sud;2020-05-28;0
979;3 Continents vers Sud;2020-05-28;147
981;Pont Tabarly vers Nord;2020-05-28;145
988;Kennedy vers Est;2020-05-28;0
670;Pont de Pirmil vers Sud;2020-05-28;393
676;Pont Willy Brandt vers Beaulieu;2020-05-28;0
681;Stalingrad vers est;2020-05-28;547
747;Chemin de halage Tortière vers Nord;2020-05-28;645
890;Pont de Pirmil vers Sud;2020-05-28;2598
977;3 Continents vers Nord;2020-05-28;474
944;Magellan vers Est;2020-05-28;245
725;Pont Tabarly vers Sud;2020-05-28;382
959;Sorinières Vers Sud;2020-05-28;90
989;Kennedy vers Ouest;2020-05-28;280
995;Ceineray vers Ouest;2020-05-28;714
994;Ceineray vers Est;2020-05-27;594
959;Sorinières Vers Sud;2020-05-27;74
668;De Gaulle vers sud;2020-05-27;602
664;Bonduelle vers sud;2020-05-27;770
682;pont Anne de Bretagne vers Sud;2020-05-27;1041
890;Pont de Pirmil vers Sud;2020-05-27;2595
667;Entrée pont Audibert vers Nord;2020-05-27;2254
742;Philippot vers Est;2020-05-27;921
673;Pont de Pornic vers Sud;2020-05-27;78
675;Pont Haudaudine vers Nord;2020-05-27;641
677;Pont Willy Brandt vers Malakoff;2020-05-27;0
980;Pont Tabarly vers Sud;2020-05-27;0
988;Kennedy vers Est;2020-05-27;0
785;50 Otages Vers Sud;2020-05-27;2518
995;Ceineray vers Ouest;2020-05-27;764
881;Madeleine vers Sud;2020-05-27;1972
949;avenue de la Libération vers Sud;2020-05-27;239
681;Stalingrad vers est;2020-05-27;527
727;Pont Tabarly vers Nord;2020-05-27;0
746;Chemin de halage Tortière vers Sud;2020-05-27;671
674;Pont Haudaudine vers Sud;2020-05-27;626
946;Magellan vers Est;2020-05-27;619
725;Pont Tabarly vers Sud;2020-05-27;371
745;Calvaire vers Ouest;2020-05-27;368
747;Chemin de halage Tortière vers Nord;2020-05-27;675
786;50 Otages Vers Nord;2020-05-27;2604
788;50 Otages Vers Nord;2020-05-27;1704
880;Madeleine vers Nord;2020-05-27;1731
979;3 Continents vers Sud;2020-05-27;156
987;Tremie vers Est;2020-05-27;0
996;Van Iseghem vers Nord;2020-05-27;666
997;Van Iseghem vers Sud;2020-05-27;546
977;3 Continents vers Nord;2020-05-27;471
950;avenue de la Libération vers Nord;2020-05-27;567
669;De Gaulle sortie Clémenceau vers Nord;2020-05-27;569
847;Entrée pont Audibert vers Sud;2020-05-27;2108
680;Stalingrad vers ouest;2020-05-27;544
744;Calvaire vers Est;2020-05-27;124
947;Bd Malakoff vers Ouest;2020-05-27;0
943;Magellan vers Ouest;2020-05-27;162
989;Kennedy vers Ouest;2020-05-27;622
666;Pont Audibert vers Sud;2020-05-27;186
743;Philippot vers ouest;2020-05-27;798
672;Pont de Pornic vers Nord;2020-05-27;422
960;Sorinières Vers Nord;2020-05-27;48
945;Magellan vers Ouest;2020-05-27;523
683;pont Anne de Bretagne vers Nord;2020-05-27;672
676;Pont Willy Brandt vers Beaulieu;2020-05-27;0
948;Bd Malakoff vers Est;2020-05-27;0
665;Bonduelle vers Nord;2020-05-27;693
670;Pont de Pirmil vers Sud;2020-05-27;383
679;Bd Malakoff vers Gare Sud;2020-05-27;0
787;50 Otages Vers Sud;2020-05-27;1602
944;Magellan vers Est;2020-05-27;224
981;Pont Tabarly vers Nord;2020-05-27;122
986;Tremie vers Ouest;2020-05-27;273
949;avenue de la Libération vers Sud;2020-05-26;214
676;Pont Willy Brandt vers Beaulieu;2020-05-26;0
667;Entrée pont Audibert vers Nord;2020-05-26;2191
742;Philippot vers Est;2020-05-26;877
744;Calvaire vers Est;2020-05-26;380
743;Philippot vers ouest;2020-05-26;856
785;50 Otages Vers Sud;2020-05-26;2508
948;Bd Malakoff vers Est;2020-05-26;167
959;Sorinières Vers Sud;2020-05-26;86
979;3 Continents vers Sud;2020-05-26;93
994;Ceineray vers Est;2020-05-26;603
881;Madeleine vers Sud;2020-05-26;1886
672;Pont de Pornic vers Nord;2020-05-26;440
680;Stalingrad vers ouest;2020-05-26;577
727;Pont Tabarly vers Nord;2020-05-26;0
746;Chemin de halage Tortière vers Sud;2020-05-26;632
747;Chemin de halage Tortière vers Nord;2020-05-26;654
670;Pont de Pirmil vers Sud;2020-05-26;366
673;Pont de Pornic vers Sud;2020-05-26;82
977;3 Continents vers Nord;2020-05-26;456
943;Magellan vers Ouest;2020-05-26;169
683;pont Anne de Bretagne vers Nord;2020-05-26;586
725;Pont Tabarly vers Sud;2020-05-26;372
986;Tremie vers Ouest;2020-05-26;294
988;Kennedy vers Est;2020-05-26;0
997;Van Iseghem vers Sud;2020-05-26;522
946;Magellan vers Est;2020-05-26;635
989;Kennedy vers Ouest;2020-05-26;0
995;Ceineray vers Ouest;2020-05-26;735
677;Pont Willy Brandt vers Malakoff;2020-05-26;0
847;Entrée pont Audibert vers Sud;2020-05-26;2102
950;avenue de la Libération vers Nord;2020-05-26;552
786;50 Otages Vers Nord;2020-05-26;2536
947;Bd Malakoff vers Ouest;2020-05-26;194
665;Bonduelle vers Nord;2020-05-26;614
980;Pont Tabarly vers Sud;2020-05-26;0
987;Tremie vers Est;2020-05-26;0
996;Van Iseghem vers Nord;2020-05-26;659
666;Pont Audibert vers Sud;2020-05-26;191
679;Bd Malakoff vers Gare Sud;2020-05-26;0
745;Calvaire vers Ouest;2020-05-26;331
788;50 Otages Vers Nord;2020-05-26;1736
945;Magellan vers Ouest;2020-05-26;546
669;De Gaulle sortie Clémenceau vers Nord;2020-05-26;637
890;Pont de Pirmil vers Sud;2020-05-26;2492
674;Pont Haudaudine vers Sud;2020-05-26;621
675;Pont Haudaudine vers Nord;2020-05-26;654
944;Magellan vers Est;2020-05-26;233
668;De Gaulle vers sud;2020-05-26;636
681;Stalingrad vers est;2020-05-26;531
682;pont Anne de Bretagne vers Sud;2020-05-26;972
787;50 Otages Vers Sud;2020-05-26;1635
880;Madeleine vers Nord;2020-05-26;1714
960;Sorinières Vers Nord;2020-05-26;63
664;Bonduelle vers sud;2020-05-26;738
981;Pont Tabarly vers Nord;2020-05-26;129
996;Van Iseghem vers Nord;2020-05-25;555
881;Madeleine vers Sud;2020-05-25;1581
959;Sorinières Vers Sud;2020-05-25;72
847;Entrée pont Audibert vers Sud;2020-05-25;1766
943;Magellan vers Ouest;2020-05-25;165
683;pont Anne de Bretagne vers Nord;2020-05-25;437
725;Pont Tabarly vers Sud;2020-05-25;351
747;Chemin de halage Tortière vers Nord;2020-05-25;624
665;Bonduelle vers Nord;2020-05-25;482
787;50 Otages Vers Sud;2020-05-25;1724
981;Pont Tabarly vers Nord;2020-05-25;128
669;De Gaulle sortie Clémenceau vers Nord;2020-05-25;325
988;Kennedy vers Est;2020-05-25;0
946;Magellan vers Est;2020-05-25;545
960;Sorinières Vers Nord;2020-05-25;49
944;Magellan vers Est;2020-05-25;205
979;3 Continents vers Sud;2020-05-25;117
994;Ceineray vers Est;2020-05-25;508
745;Calvaire vers Ouest;2020-05-25;268
670;Pont de Pirmil vers Sud;2020-05-25;230
675;Pont Haudaudine vers Nord;2020-05-25;526
679;Bd Malakoff vers Gare Sud;2020-05-25;0
746;Chemin de halage Tortière vers Sud;2020-05-25;616
786;50 Otages Vers Nord;2020-05-25;2263
987;Tremie vers Est;2020-05-25;0
664;Bonduelle vers sud;2020-05-25;530
986;Tremie vers Ouest;2020-05-25;249
989;Kennedy vers Ouest;2020-05-25;91
785;50 Otages Vers Sud;2020-05-25;2625
674;Pont Haudaudine vers Sud;2020-05-25;499
677;Pont Willy Brandt vers Malakoff;2020-05-25;0
744;Calvaire vers Est;2020-05-25;99
788;50 Otages Vers Nord;2020-05-25;1523
949;avenue de la Libération vers Sud;2020-05-25;170
977;3 Continents vers Nord;2020-05-25;424
995;Ceineray vers Ouest;2020-05-25;670
666;Pont Audibert vers Sud;2020-05-25;152
743;Philippot vers ouest;2020-05-25;684
681;Stalingrad vers est;2020-05-25;384
947;Bd Malakoff vers Ouest;2020-05-25;0
948;Bd Malakoff vers Est;2020-05-25;0
680;Stalingrad vers ouest;2020-05-25;347
727;Pont Tabarly vers Nord;2020-05-25;0
742;Philippot vers Est;2020-05-25;820
890;Pont de Pirmil vers Sud;2020-05-25;1598
673;Pont de Pornic vers Sud;2020-05-25;81
676;Pont Willy Brandt vers Beaulieu;2020-05-25;0
667;Entrée pont Audibert vers Nord;2020-05-25;1896
950;avenue de la Libération vers Nord;2020-05-25;504
668;De Gaulle vers sud;2020-05-25;431
682;pont Anne de Bretagne vers Sud;2020-05-25;645
880;Madeleine vers Nord;2020-05-25;1436
945;Magellan vers Ouest;2020-05-25;439
980;Pont Tabarly vers Sud;2020-05-25;0
997;Van Iseghem vers Sud;2020-05-25;491
672;Pont de Pornic vers Nord;2020-05-25;365
997;Van Iseghem vers Sud;2020-05-24;613
947;Bd Malakoff vers Ouest;2020-05-24;127
959;Sorinières Vers Sud;2020-05-24;47
675;Pont Haudaudine vers Nord;2020-05-24;345
665;Bonduelle vers Nord;2020-05-24;0
667;Entrée pont Audibert vers Nord;2020-05-24;1303
944;Magellan vers Est;2020-05-24;304
725;Pont Tabarly vers Sud;2020-05-24;349
679;Bd Malakoff vers Gare Sud;2020-05-24;0
986;Tremie vers Ouest;2020-05-24;76
994;Ceineray vers Est;2020-05-24;406
743;Philippot vers ouest;2020-05-24;438
672;Pont de Pornic vers Nord;2020-05-24;221
682;pont Anne de Bretagne vers Sud;2020-05-24;0
746;Chemin de halage Tortière vers Sud;2020-05-24;799
747;Chemin de halage Tortière vers Nord;2020-05-24;886
880;Madeleine vers Nord;2020-05-24;881
668;De Gaulle vers sud;2020-05-24;0
670;Pont de Pirmil vers Sud;2020-05-24;0
946;Magellan vers Est;2020-05-24;529
977;3 Continents vers Nord;2020-05-24;434
664;Bonduelle vers sud;2020-05-24;0
727;Pont Tabarly vers Nord;2020-05-24;0
787;50 Otages Vers Sud;2020-05-24;1043
980;Pont Tabarly vers Sud;2020-05-24;0
943;Magellan vers Ouest;2020-05-24;246
673;Pont de Pornic vers Sud;2020-05-24;67
987;Tremie vers Est;2020-05-24;0
995;Ceineray vers Ouest;2020-05-24;548
847;Entrée pont Audibert vers Sud;2020-05-24;1104
950;avenue de la Libération vers Nord;2020-05-24;339
744;Calvaire vers Est;2020-05-24;0
786;50 Otages Vers Nord;2020-05-24;1536
948;Bd Malakoff vers Est;2020-05-24;148
949;avenue de la Libération vers Sud;2020-05-24;138
960;Sorinières Vers Nord;2020-05-24;41
981;Pont Tabarly vers Nord;2020-05-24;188
988;Kennedy vers Est;2020-05-24;0
785;50 Otages Vers Sud;2020-05-24;1409
676;Pont Willy Brandt vers Beaulieu;2020-05-24;0
681;Stalingrad vers est;2020-05-24;0
745;Calvaire vers Ouest;2020-05-24;163
890;Pont de Pirmil vers Sud;2020-05-24;0
979;3 Continents vers Sud;2020-05-24;197
989;Kennedy vers Ouest;2020-05-24;514
996;Van Iseghem vers Nord;2020-05-24;767
881;Madeleine vers Sud;2020-05-24;1145
680;Stalingrad vers ouest;2020-05-24;0
742;Philippot vers Est;2020-05-24;495
677;Pont Willy Brandt vers Malakoff;2020-05-24;0
945;Magellan vers Ouest;2020-05-24;427
674;Pont Haudaudine vers Sud;2020-05-24;263
683;pont Anne de Bretagne vers Nord;2020-05-24;0
788;50 Otages Vers Nord;2020-05-24;1141
666;Pont Audibert vers Sud;2020-05-24;108
669;De Gaulle sortie Clémenceau vers Nord;2020-05-24;0
666;Pont Audibert vers Sud;2020-05-23;110
679;Bd Malakoff vers Gare Sud;2020-05-23;0
665;Bonduelle vers Nord;2020-05-23;0
667;Entrée pont Audibert vers Nord;2020-05-23;1370
681;Stalingrad vers est;2020-05-23;0
664;Bonduelle vers sud;2020-05-23;0
682;pont Anne de Bretagne vers Sud;2020-05-23;0
742;Philippot vers Est;2020-05-23;496
675;Pont Haudaudine vers Nord;2020-05-23;356
981;Pont Tabarly vers Nord;2020-05-23;160
986;Tremie vers Ouest;2020-05-23;161
987;Tremie vers Est;2020-05-23;0
669;De Gaulle sortie Clémenceau vers Nord;2020-05-23;0
881;Madeleine vers Sud;2020-05-23;1236
743;Philippot vers ouest;2020-05-23;519
946;Magellan vers Est;2020-05-23;381
960;Sorinières Vers Nord;2020-05-23;45
979;3 Continents vers Sud;2020-05-23;141
989;Kennedy vers Ouest;2020-05-23;674
994;Ceineray vers Est;2020-05-23;473
995;Ceineray vers Ouest;2020-05-23;485
997;Van Iseghem vers Sud;2020-05-23;528
672;Pont de Pornic vers Nord;2020-05-23;273
746;Chemin de halage Tortière vers Sud;2020-05-23;627
670;Pont de Pirmil vers Sud;2020-05-23;0
943;Magellan vers Ouest;2020-05-23;140
944;Magellan vers Est;2020-05-23;185
683;pont Anne de Bretagne vers Nord;2020-05-23;0
996;Van Iseghem vers Nord;2020-05-23;637
977;3 Continents vers Nord;2020-05-23;261
847;Entrée pont Audibert vers Sud;2020-05-23;1311
677;Pont Willy Brandt vers Malakoff;2020-05-23;0
785;50 Otages Vers Sud;2020-05-23;1713
674;Pont Haudaudine vers Sud;2020-05-23;327
950;avenue de la Libération vers Nord;2020-05-23;347
788;50 Otages Vers Nord;2020-05-23;1323
947;Bd Malakoff vers Ouest;2020-05-23;0
988;Kennedy vers Est;2020-05-23;0
668;De Gaulle vers sud;2020-05-23;0
676;Pont Willy Brandt vers Beaulieu;2020-05-23;0
725;Pont Tabarly vers Sud;2020-05-23;225
727;Pont Tabarly vers Nord;2020-05-23;0
744;Calvaire vers Est;2020-05-23;0
745;Calvaire vers Ouest;2020-05-23;221
747;Chemin de halage Tortière vers Nord;2020-05-23;669
948;Bd Malakoff vers Est;2020-05-23;0
959;Sorinières Vers Sud;2020-05-23;53
786;50 Otages Vers Nord;2020-05-23;1703
880;Madeleine vers Nord;2020-05-23;1099
890;Pont de Pirmil vers Sud;2020-05-23;0
949;avenue de la Libération vers Sud;2020-05-23;157
673;Pont de Pornic vers Sud;2020-05-23;69
680;Stalingrad vers ouest;2020-05-23;0
787;50 Otages Vers Sud;2020-05-23;1244
945;Magellan vers Ouest;2020-05-23;286
980;Pont Tabarly vers Sud;2020-05-23;0
981;Pont Tabarly vers Nord;2020-05-22;79
994;Ceineray vers Est;2020-05-22;404
785;50 Otages Vers Sud;2020-05-22;1720
664;Bonduelle vers sud;2020-05-22;0
665;Bonduelle vers Nord;2020-05-22;0
683;pont Anne de Bretagne vers Nord;2020-05-22;0
681;Stalingrad vers est;2020-05-22;0
682;pont Anne de Bretagne vers Sud;2020-05-22;0
746;Chemin de halage Tortière vers Sud;2020-05-22;459
747;Chemin de halage Tortière vers Nord;2020-05-22;472
668;De Gaulle vers sud;2020-05-22;0
674;Pont Haudaudine vers Sud;2020-05-22;366
980;Pont Tabarly vers Sud;2020-05-22;0
997;Van Iseghem vers Sud;2020-05-22;374
995;Ceineray vers Ouest;2020-05-22;505
743;Philippot vers ouest;2020-05-22;544
946;Magellan vers Est;2020-05-22;351
977;3 Continents vers Nord;2020-05-22;294
987;Tremie vers Est;2020-05-22;0
988;Kennedy vers Est;2020-05-22;0
996;Van Iseghem vers Nord;2020-05-22;435
672;Pont de Pornic vers Nord;2020-05-22;271
745;Calvaire vers Ouest;2020-05-22;230
945;Magellan vers Ouest;2020-05-22;246
725;Pont Tabarly vers Sud;2020-05-22;215
786;50 Otages Vers Nord;2020-05-22;1876
979;3 Continents vers Sud;2020-05-22;72
989;Kennedy vers Ouest;2020-05-22;0
944;Magellan vers Est;2020-05-22;147
670;Pont de Pirmil vers Sud;2020-05-22;0
881;Madeleine vers Sud;2020-05-22;1336
673;Pont de Pornic vers Sud;2020-05-22;61
675;Pont Haudaudine vers Nord;2020-05-22;391
676;Pont Willy Brandt vers Beaulieu;2020-05-22;0
677;Pont Willy Brandt vers Malakoff;2020-05-22;0
679;Bd Malakoff vers Gare Sud;2020-05-22;0
847;Entrée pont Audibert vers Sud;2020-05-22;1340
788;50 Otages Vers Nord;2020-05-22;1269
890;Pont de Pirmil vers Sud;2020-05-22;0
669;De Gaulle sortie Clémenceau vers Nord;2020-05-22;0
680;Stalingrad vers ouest;2020-05-22;0
727;Pont Tabarly vers Nord;2020-05-22;0
787;50 Otages Vers Sud;2020-05-22;1169
960;Sorinières Vers Nord;2020-05-22;47
950;avenue de la Libération vers Nord;2020-05-22;318
666;Pont Audibert vers Sud;2020-05-22;115
742;Philippot vers Est;2020-05-22;573
744;Calvaire vers Est;2020-05-22;0
880;Madeleine vers Nord;2020-05-22;1116
949;avenue de la Libération vers Sud;2020-05-22;138
667;Entrée pont Audibert vers Nord;2020-05-22;1475
947;Bd Malakoff vers Ouest;2020-05-22;1019
948;Bd Malakoff vers Est;2020-05-22;1496
959;Sorinières Vers Sud;2020-05-22;71
943;Magellan vers Ouest;2020-05-22;107
986;Tremie vers Ouest;2020-05-22;161
995;Ceineray vers Ouest;2020-05-21;499
996;Van Iseghem vers Nord;2020-05-21;665
881;Madeleine vers Sud;2020-05-21;1201
947;Bd Malakoff vers Ouest;2020-05-21;344
960;Sorinières Vers Nord;2020-05-21;52
675;Pont Haudaudine vers Nord;2020-05-21;341
744;Calvaire vers Est;2020-05-21;0
747;Chemin de halage Tortière vers Nord;2020-05-21;760
890;Pont de Pirmil vers Sud;2020-05-21;0
742;Philippot vers Est;2020-05-21;490
986;Tremie vers Ouest;2020-05-21;104
987;Tremie vers Est;2020-05-21;0
988;Kennedy vers Est;2020-05-21;0
959;Sorinières Vers Sud;2020-05-21;55
997;Van Iseghem vers Sud;2020-05-21;537
669;De Gaulle sortie Clémenceau vers Nord;2020-05-21;0
785;50 Otages Vers Sud;2020-05-21;1590
674;Pont Haudaudine vers Sud;2020-05-21;313
664;Bonduelle vers sud;2020-05-21;0
979;3 Continents vers Sud;2020-05-21;246
943;Magellan vers Ouest;2020-05-21;221
679;Bd Malakoff vers Gare Sud;2020-05-21;0
980;Pont Tabarly vers Sud;2020-05-21;0
981;Pont Tabarly vers Nord;2020-05-21;184
680;Stalingrad vers ouest;2020-05-21;0
786;50 Otages Vers Nord;2020-05-21;1631
788;50 Otages Vers Nord;2020-05-21;1233
880;Madeleine vers Nord;2020-05-21;977
944;Magellan vers Est;2020-05-21;280
945;Magellan vers Ouest;2020-05-21;419
666;Pont Audibert vers Sud;2020-05-21;123
668;De Gaulle vers sud;2020-05-21;0
673;Pont de Pornic vers Sud;2020-05-21;64
677;Pont Willy Brandt vers Malakoff;2020-05-21;0
725;Pont Tabarly vers Sud;2020-05-21;331
847;Entrée pont Audibert vers Sud;2020-05-21;1303
994;Ceineray vers Est;2020-05-21;431
672;Pont de Pornic vers Nord;2020-05-21;261
787;50 Otages Vers Sud;2020-05-21;1190
676;Pont Willy Brandt vers Beaulieu;2020-05-21;0
946;Magellan vers Est;2020-05-21;528
948;Bd Malakoff vers Est;2020-05-21;483
977;3 Continents vers Nord;2020-05-21;300
665;Bonduelle vers Nord;2020-05-21;0
950;avenue de la Libération vers Nord;2020-05-21;365
670;Pont de Pirmil vers Sud;2020-05-21;0
681;Stalingrad vers est;2020-05-21;0
682;pont Anne de Bretagne vers Sud;2020-05-21;0
683;pont Anne de Bretagne vers Nord;2020-05-21;0
727;Pont Tabarly vers Nord;2020-05-21;0
745;Calvaire vers Ouest;2020-05-21;151
